縣市,鄉鎮市區,村里,所得平均數_萬元,所得中位數_萬元,目標年齡層佔比_百分比,附近核心商場/商圈,latitude,longitude
高雄市,仁武區,第305里,111.4,78.9,31.3,高雄市仁武區核心商圈,22.6817,120.317
屏東縣,竹田鄉,第305里,109.3,80.4,22.8,屏東縣竹田鄉核心商圈,22.5945,120.4608
宜蘭縣,五結鄉,第305里,115.5,89.0,27.0,宜蘭縣五結鄉核心商圈,24.7514,121.7264
花蓮縣,吉安鄉,第305里,95.3,69.8,27.4,花蓮縣吉安鄉核心商圈,24.0403,121.6021
台東縣,鹿野鄉,第305里,95.1,67.3,26.4,台東縣鹿野鄉核心商圈,22.7358,121.2251
澎湖縣,白沙鄉,第305里,110.4,81.3,27.9,澎湖縣白沙鄉核心商圈,23.5526,119.5426
金門縣,烏坵鄉,第305里,115.3,82.7,28.7,金門縣烏坵鄉核心商圈,24.4123,118.4318
連江縣,南竿鄉,第305里,98.8,74.6,28.2,連江縣南竿鄉核心商圈,26.2045,119.9304
台北市,北投區,第306里,225.5,183.3,35.5,台北市北投區核心商圈,24.9827,121.5073
新北市,石門區,第306里,168.7,130.4,32.9,新北市石門區核心商圈,24.9919,121.3973
基隆市,七堵區,第306里,105.1,78.3,22.1,基隆市七堵區核心商圈,25.0697,121.7393
桃園市,復興區,第306里,159.8,121.5,29.5,桃園市復興區核心商圈,24.9712,121.3188
新竹市,東區,第306里,283.1,217.1,29.9,新竹市東區核心商圈,24.8296,121.0176
新竹縣,五峰鄉,第306里,186.8,140.3,29.8,新竹縣五峰鄉核心商圈,24.8894,121.0768
苗栗縣,造橋鄉,第306里,83.6,63.2,27.8,苗栗縣造橋鄉核心商圈,24.5093,120.8916
台中市,東區,第306里,199.3,160.7,32.3,台中市東區核心商圈,24.1871,120.6901
彰化縣,福興鄉,第306里,93.2,70.5,27.7,彰化縣福興鄉核心商圈,24.0301,120.5089
南投縣,國姓鄉,第306里,101.8,72.5,25.9,南投縣國姓鄉核心商圈,23.886,120.6717
雲林縣,虎尾鎮,第306里,86.8,65.3,22.5,雲林縣虎尾鎮核心商圈,23.7347,120.5022
嘉義市,東區,第306里,112.5,79.7,25.0,嘉義市東區核心商圈,23.4063,120.3774
嘉義縣,朴子市,第306里,116.1,87.4,24.5,嘉義縣朴子市核心商圈,23.4879,120.2558
台南市,楠西區,第306里,114.8,83.5,27.7,台南市楠西區核心商圈,22.9818,120.1917
高雄市,前金區,第306里,125.7,89.6,30.1,高雄市前金區核心商圈,22.697,120.3751
屏東縣,內埔鄉,第306里,84.8,65.2,22.7,屏東縣內埔鄉核心商圈,22.6532,120.4085
宜蘭縣,南澳鄉,第306里,118.9,84.0,26.1,宜蘭縣南澳鄉核心商圈,24.679,121.6937
花蓮縣,新城鄉,第306里,119.9,86.9,23.3,花蓮縣新城鄉核心商圈,24.0236,121.5391
台東縣,金峰鄉,第306里,102.6,79.4,29.0,台東縣金峰鄉核心商圈,22.7175,121.1676
澎湖縣,七美鄉,第306里,83.5,62.3,28.5,澎湖縣七美鄉核心商圈,23.5564,119.5682
金門縣,金沙鎮,第306里,93.5,66.4,25.1,金門縣金沙鎮核心商圈,24.5039,118.3555
連江縣,莒光鄉,第306里,97.4,73.8,23.2,連江縣莒光鄉核心商圈,26.1159,119.9919
台北市,士林區,第307里,156.2,117.5,30.6,台北市士林區核心商圈,25.0178,121.5649
新北市,樹林區,第307里,186.3,144.7,30.7,新北市樹林區核心商圈,25.0509,121.391
基隆市,仁愛區,第307里,110.7,78.7,26.3,基隆市仁愛區核心商圈,25.0656,121.6624
桃園市,平鎮區,第307里,121.6,99.0,29.5,桃園市平鎮區核心商圈,25.0183,121.3168
新竹市,東區,第307里,241.3,196.8,35.3,新竹市東區核心商圈,24.8078,120.9983
新竹縣,新豐鄉,第307里,198.0,147.3,33.8,新竹縣新豐鄉核心商圈,24.8296,121.0211
苗栗縣,三義鄉,第307里,119.7,91.6,24.4,苗栗縣三義鄉核心商圈,24.5119,120.755
台中市,清水區,第307里,194.6,157.6,26.4,台中市清水區核心商圈,24.1775,120.6944
彰化縣,芳苑鄉,第307里,93.4,71.4,26.0,彰化縣芳苑鄉核心商圈,24.0604,120.5971
南投縣,名間鄉,第307里,103.6,73.9,23.1,南投縣名間鄉核心商圈,23.8463,120.717
雲林縣,四湖鄉,第307里,106.6,76.5,25.0,雲林縣四湖鄉核心商圈,23.7447,120.4144
嘉義市,西區,第307里,94.7,70.1,28.2,嘉義市西區核心商圈,23.4795,120.4637
嘉義縣,大埔鄉,第307里,90.6,66.4,23.2,嘉義縣大埔鄉核心商圈,23.4425,120.2266
台南市,左鎮區,第307里,141.9,110.9,28.7,台南市左鎮區核心商圈,23.0253,120.2428
高雄市,杉林區,第307里,127.6,100.0,30.1,高雄市杉林區核心商圈,22.7006,120.3738
屏東縣,嵌頂鄉,第307里,89.2,64.7,23.0,屏東縣嵌頂鄉核心商圈,22.7345,120.4973
宜蘭縣,五結鄉,第307里,101.0,71.6,22.4,宜蘭縣五結鄉核心商圈,24.6875,121.7899
花蓮縣,花蓮市,第307里,119.5,89.7,24.2,花蓮縣花蓮市核心商圈,23.9332,121.5813
台東縣,海端鄉,第307里,117.8,86.2,24.4,台東縣海端鄉核心商圈,22.7843,121.1489
澎湖縣,白沙鄉,第307里,82.2,58.1,25.1,澎湖縣白沙鄉核心商圈,23.5256,119.5312
金門縣,金沙鎮,第307里,87.0,63.6,29.0,金門縣金沙鎮核心商圈,24.4924,118.403
連江縣,東引鄉,第307里,87.0,63.8,27.1,連江縣東引鄉核心商圈,26.1235,119.8601
台北市,信義區,第308里,231.8,197.0,28.7,台北市信義區核心商圈,25.0634,121.5805
新北市,蘆洲區,第308里,177.2,144.8,30.1,新北市蘆洲區核心商圈,25.0518,121.4084
基隆市,中正區,第308里,96.1,74.4,27.1,基隆市中正區核心商圈,25.1026,121.6798
桃園市,蘆竹區,第308里,109.7,84.3,28.9,桃園市蘆竹區核心商圈,25.0253,121.3268
新竹市,北區,第308里,257.9,219.0,35.9,新竹市北區核心商圈,24.7697,120.9499
新竹縣,竹東鎮,第308里,161.1,131.3,32.8,新竹縣竹東鎮核心商圈,24.8336,120.9457
苗栗縣,大湖鄉,第308里,117.6,88.0,27.9,苗栗縣大湖鄉核心商圈,24.5917,120.7845
台中市,中區,第308里,126.6,102.1,33.2,台中市中區核心商圈,24.2363,120.6885
彰化縣,伸港鄉,第308里,106.3,75.6,26.3,彰化縣伸港鄉核心商圈,24.0732,120.6113
南投縣,草屯鎮,第308里,113.2,83.8,29.0,南投縣草屯鎮核心商圈,23.9765,120.6145
雲林縣,東勢鄉,第308里,83.6,60.7,27.5,雲林縣東勢鄉核心商圈,23.6219,120.3586
嘉義市,東區,第308里,112.5,84.8,27.0,嘉義市東區核心商圈,23.4734,120.3784
嘉義縣,溪口鄉,第308里,104.8,74.0,28.4,嘉義縣溪口鄉核心商圈,23.4055,120.2293
台南市,中西區,第308里,104.5,77.6,30.3,台南市中西區核心商圈,23.0115,120.1434
高雄市,鳳山區,第308里,98.4,74.9,27.4,高雄市鳳山區核心商圈,22.6373,120.3576
屏東縣,獅子鄉,第308里,112.7,86.8,25.1,屏東縣獅子鄉核心商圈,22.6216,120.5047
宜蘭縣,員山鄉,第308里,118.7,85.9,24.9,宜蘭縣員山鄉核心商圈,24.7212,121.7831
花蓮縣,光復鄉,第308里,107.3,75.9,23.6,花蓮縣光復鄉核心商圈,23.9967,121.6247
台東縣,延平鄉,第308里,107.5,80.9,22.7,台東縣延平鄉核心商圈,22.7787,121.1348
澎湖縣,望安鄉,第308里,104.4,79.0,27.1,澎湖縣望安鄉核心商圈,23.644,119.5303
金門縣,金沙鎮,第308里,108.3,83.1,23.1,金門縣金沙鎮核心商圈,24.5102,118.4452
連江縣,莒光鄉,第308里,88.1,62.0,25.9,連江縣莒光鄉核心商圈,26.1219,119.9094
台北市,南港區,第309里,198.9,151.3,34.8,台北市南港區核心商圈,24.9907,121.5918
新北市,土城區,第309里,184.4,146.1,30.7,新北市土城區核心商圈,24.947,121.4656
基隆市,信義區,第309里,95.9,68.5,28.7,基隆市信義區核心商圈,25.102,121.8004
桃園市,大園區,第309里,115.7,89.3,26.9,桃園市大園區核心商圈,24.9849,121.3667
新竹市,東區,第309里,164.8,124.8,35.0,新竹市東區核心商圈,24.8505,120.9884
新竹縣,五峰鄉,第309里,127.0,103.6,28.9,新竹縣五峰鄉核心商圈,24.7425,120.9374
苗栗縣,西湖鄉,第309里,103.5,74.2,22.4,苗栗縣西湖鄉核心商圈,24.5944,120.7541
台中市,東勢區,第309里,129.6,102.8,32.7,台中市東勢區核心商圈,24.1066,120.6929
彰化縣,秀水鄉,第309里,94.8,69.7,24.2,彰化縣秀水鄉核心商圈,24.0023,120.559
南投縣,仁愛鄉,第309里,104.5,78.5,25.6,南投縣仁愛鄉核心商圈,23.8991,120.7001
雲林縣,北港鎮,第309里,93.2,68.6,23.3,雲林縣北港鎮核心商圈,23.6249,120.3842
嘉義市,東區,第309里,103.1,78.0,27.3,嘉義市東區核心商圈,23.3992,120.3725
嘉義縣,中埔鄉,第309里,97.8,70.5,28.8,嘉義縣中埔鄉核心商圈,23.4693,120.3385
台南市,官田區,第309里,122.3,85.8,30.6,台南市官田區核心商圈,23.0315,120.2183
高雄市,永安區,第309里,171.9,125.6,28.8,高雄市永安區核心商圈,22.6288,120.3776
屏東縣,高樹鄉,第309里,106.7,77.4,24.0,屏東縣高樹鄉核心商圈,22.6118,120.4899
宜蘭縣,冬山鄉,第309里,102.4,76.9,23.8,宜蘭縣冬山鄉核心商圈,24.7555,121.7505
花蓮縣,新城鄉,第309里,99.1,76.6,27.9,花蓮縣新城鄉核心商圈,24.0027,121.5887
台東縣,金峰鄉,第309里,85.8,65.5,23.5,台東縣金峰鄉核心商圈,22.8169,121.2142
澎湖縣,馬公市,第309里,87.6,67.2,23.1,澎湖縣馬公市核心商圈,23.5056,119.5386
金門縣,烏坵鄉,第309里,85.6,61.5,26.7,金門縣烏坵鄉核心商圈,24.4969,118.3228
連江縣,北竿鄉,第309里,110.1,82.7,23.3,連江縣北竿鄉核心商圈,26.2288,119.8709
台北市,士林區,第310里,276.1,230.5,32.8,台北市士林區核心商圈,24.9605,121.5561
新北市,八里區,第310里,179.1,136.9,28.4,新北市八里區核心商圈,24.9756,121.4842
基隆市,暖暖區,第310里,118.8,86.0,25.9,基隆市暖暖區核心商圈,25.1572,121.7786
桃園市,大園區,第310里,106.7,78.6,26.1,桃園市大園區核心商圈,25.0373,121.2864
新竹市,香山區,第310里,199.1,154.1,32.4,新竹市香山區核心商圈,24.8499,121.0814
新竹縣,竹北市,第310里,159.5,118.7,29.5,新竹縣竹北市核心商圈,24.8515,120.9758
苗栗縣,泰安鄉,第310里,87.5,67.8,24.9,苗栗縣泰安鄉核心商圈,24.5814,120.7849
台中市,清水區,第310里,152.1,124.6,32.7,台中市清水區核心商圈,24.2296,120.6092
彰化縣,溪湖鎮,第310里,84.3,64.4,25.1,彰化縣溪湖鎮核心商圈,24.097,120.5774
南投縣,水里鄉,第310里,83.3,59.5,23.5,南投縣水里鄉核心商圈,23.9689,120.613
雲林縣,土庫鎮,第310里,96.7,68.4,22.6,雲林縣土庫鎮核心商圈,23.6329,120.4505
嘉義市,東區,第310里,110.6,80.2,22.8,嘉義市東區核心商圈,23.5047,120.3654
嘉義縣,六腳鄉,第310里,111.6,83.1,25.6,嘉義縣六腳鄉核心商圈,23.4319,120.2344
台南市,中西區,第310里,133.5,94.0,27.8,台南市中西區核心商圈,22.9068,120.2191
高雄市,阿蓮區,第310里,120.7,87.3,27.1,高雄市阿蓮區核心商圈,22.6981,120.3797
屏東縣,春日鄉,第310里,91.9,68.8,28.8,屏東縣春日鄉核心商圈,22.7191,120.5335
宜蘭縣,三星鄉,第310里,89.3,65.2,28.6,宜蘭縣三星鄉核心商圈,24.7141,121.7655
花蓮縣,新城鄉,第310里,87.2,66.9,28.2,花蓮縣新城鄉核心商圈,24.031,121.6473
台東縣,延平鄉,第310里,97.5,76.0,28.8,台東縣延平鄉核心商圈,22.8266,121.077
澎湖縣,西嶼鄉,第310里,119.3,84.5,25.5,澎湖縣西嶼鄉核心商圈,23.6366,119.5938
金門縣,金湖鎮,第310里,94.3,69.1,23.5,金門縣金湖鎮核心商圈,24.4909,118.3819
連江縣,南竿鄉,第310里,107.0,76.7,25.5,連江縣南竿鄉核心商圈,26.2009,119.9748
台北市,南港區,第311里,286.4,218.9,32.5,台北市南港區核心商圈,24.9926,121.5052
新北市,貢寮區,第311里,156.8,122.9,28.0,新北市貢寮區核心商圈,25.0039,121.4386
基隆市,中正區,第311里,103.9,77.2,28.6,基隆市中正區核心商圈,25.1318,121.6974
桃園市,中壢區,第311里,115.8,94.4,32.7,桃園市中壢區核心商圈,24.9716,121.352
新竹市,北區,第311里,279.1,223.7,32.7,新竹市北區核心商圈,24.8047,121.0218
新竹縣,湖口鄉,第311里,177.9,136.2,29.2,新竹縣湖口鄉核心商圈,24.7632,120.9521
苗栗縣,大湖鄉,第311里,94.0,70.5,22.9,苗栗縣大湖鄉核心商圈,24.5837,120.7478
台中市,龍井區,第311里,136.3,104.7,33.0,台中市龍井區核心商圈,24.2357,120.5687
彰化縣,溪湖鎮,第311里,117.7,89.9,27.7,彰化縣溪湖鎮核心商圈,24.1234,120.5874
南投縣,魚池鄉,第311里,117.7,88.3,23.7,南投縣魚池鄉核心商圈,23.8988,120.6575
雲林縣,北港鎮,第311里,117.7,89.0,26.3,雲林縣北港鎮核心商圈,23.7226,120.4854
嘉義市,西區,第311里,85.3,61.0,28.6,嘉義市西區核心商圈,23.4888,120.4715
嘉義縣,朴子市,第311里,94.3,68.1,23.4,嘉義縣朴子市核心商圈,23.4835,120.3072
台南市,新化區,第311里,170.2,124.3,25.2,台南市新化區核心商圈,22.9003,120.1399
高雄市,前金區,第311里,152.9,120.5,28.5,高雄市前金區核心商圈,22.65,120.3456
屏東縣,內埔鄉,第311里,90.6,64.9,26.4,屏東縣內埔鄉核心商圈,22.7097,120.4888
宜蘭縣,大同鄉,第311里,110.3,82.0,27.9,宜蘭縣大同鄉核心商圈,24.8022,121.8265
花蓮縣,富里鄉,第311里,110.8,83.5,27.1,花蓮縣富里鄉核心商圈,23.935,121.5311
台東縣,台東市,第311里,97.2,70.8,27.0,台東縣台東市核心商圈,22.6984,121.1356
澎湖縣,望安鄉,第311里,101.9,76.5,25.9,澎湖縣望安鄉核心商圈,23.563,119.6085
金門縣,烈嶼鄉,第311里,96.1,73.6,25.5,金門縣烈嶼鄉核心商圈,24.3893,118.3903
連江縣,東引鄉,第311里,88.8,66.8,26.9,連江縣東引鄉核心商圈,26.1647,119.9506
台北市,中山區,第312里,214.5,180.7,29.1,台北市中山區核心商圈,24.9829,121.5616
新北市,貢寮區,第312里,169.8,131.2,31.3,新北市貢寮區核心商圈,24.9689,121.3945
基隆市,中山區,第312里,110.8,86.1,25.9,基隆市中山區核心商圈,25.194,121.784
桃園市,楊梅區,第312里,114.2,89.4,29.6,桃園市楊梅區核心商圈,25.0419,121.3436
新竹市,東區,第312里,201.5,169.2,35.1,新竹市東區核心商圈,24.7557,121.0615
新竹縣,竹東鎮,第312里,168.3,135.5,33.1,新竹縣竹東鎮核心商圈,24.8212,121.0034
苗栗縣,頭份市,第312里,89.3,63.0,28.3,苗栗縣頭份市核心商圈,24.5222,120.7562
台中市,和平區,第312里,152.7,118.8,33.5,台中市和平區核心商圈,24.1674,120.6557
彰化縣,埔心鄉,第312里,114.8,82.9,23.7,彰化縣埔心鄉核心商圈,24.1398,120.5753
南投縣,名間鄉,第312里,104.4,79.6,28.1,南投縣名間鄉核心商圈,23.942,120.7175
雲林縣,東勢鄉,第312里,109.9,84.2,27.8,雲林縣東勢鄉核心商圈,23.7307,120.4201
嘉義市,東區,第312里,94.9,67.4,25.5,嘉義市東區核心商圈,23.5309,120.4725
嘉義縣,布袋鎮,第312里,109.6,78.6,25.5,嘉義縣布袋鎮核心商圈,23.4468,120.3091
台南市,後壁區,第312里,124.1,87.9,31.3,台南市後壁區核心商圈,23.0448,120.1253
高雄市,鼓山區,第312里,115.4,91.5,25.4,高雄市鼓山區核心商圈,22.7058,120.2471
屏東縣,恆春鎮,第312里,82.5,63.7,26.0,屏東縣恆春鎮核心商圈,22.6111,120.4795
宜蘭縣,壯圍鄉,第312里,89.4,63.8,23.3,宜蘭縣壯圍鄉核心商圈,24.6765,121.8231
花蓮縣,玉里鎮,第312里,97.1,74.3,28.9,花蓮縣玉里鎮核心商圈,23.9941,121.5327
台東縣,蘭嶼鄉,第312里,88.4,64.5,26.2,台東縣蘭嶼鄉核心商圈,22.8111,121.1811
澎湖縣,湖西鄉,第312里,95.8,68.0,22.3,澎湖縣湖西鄉核心商圈,23.5469,119.4843
金門縣,金湖鎮,第312里,87.2,63.2,22.9,金門縣金湖鎮核心商圈,24.3987,118.3904
連江縣,南竿鄉,第312里,106.8,74.8,24.2,連江縣南竿鄉核心商圈,26.1496,119.9879
台北市,信義區,第313里,237.1,185.4,28.3,台北市信義區核心商圈,25.042,121.5849
新北市,汐止區,第313里,137.1,110.0,29.4,新北市汐止區核心商圈,25.0391,121.46
基隆市,中正區,第313里,99.1,76.4,26.3,基隆市中正區核心商圈,25.1318,121.7505
桃園市,大園區,第313里,116.3,86.2,27.2,桃園市大園區核心商圈,24.9491,121.3609
新竹市,北區,第313里,275.4,215.4,34.0,新竹市北區核心商圈,24.757,121.0336
新竹縣,峨眉鄉,第313里,124.2,99.2,26.7,新竹縣峨眉鄉核心商圈,24.7565,121.026
苗栗縣,大湖鄉,第313里,84.6,65.3,25.7,苗栗縣大湖鄉核心商圈,24.5823,120.8226
台中市,大雅區,第313里,153.7,113.0,31.9,台中市大雅區核心商圈,24.1046,120.5908
彰化縣,溪州鄉,第313里,96.6,70.3,22.7,彰化縣溪州鄉核心商圈,24.0745,120.4766
南投縣,南投市,第313里,114.7,88.8,22.3,南投縣南投市核心商圈,23.8579,120.7127
雲林縣,崙背鄉,第313里,111.8,83.0,25.7,雲林縣崙背鄉核心商圈,23.7418,120.4849
嘉義市,東區,第313里,119.6,93.2,22.5,嘉義市東區核心商圈,23.4919,120.4494
嘉義縣,大林鎮,第313里,87.4,61.8,28.8,嘉義縣大林鎮核心商圈,23.4971,120.3218
台南市,山上區,第313里,107.9,75.6,30.3,台南市山上區核心商圈,23.0008,120.2431
高雄市,杉林區,第313里,123.3,95.1,28.9,高雄市杉林區核心商圈,22.6711,120.3059
屏東縣,三地門鄉,第313里,89.5,66.3,22.5,屏東縣三地門鄉核心商圈,22.6165,120.5215
宜蘭縣,員山鄉,第313里,96.0,73.9,26.6,宜蘭縣員山鄉核心商圈,24.7042,121.6737
花蓮縣,新城鄉,第313里,116.5,81.8,23.2,花蓮縣新城鄉核心商圈,24.0135,121.6283
台東縣,長濱鄉,第313里,109.5,81.8,23.8,台東縣長濱鄉核心商圈,22.7675,121.1345
澎湖縣,白沙鄉,第313里,99.2,72.7,25.1,澎湖縣白沙鄉核心商圈,23.594,119.5874
金門縣,烈嶼鄉,第313里,105.4,78.1,25.6,金門縣烈嶼鄉核心商圈,24.375,118.4271
連江縣,莒光鄉,第313里,101.1,74.7,25.6,連江縣莒光鄉核心商圈,26.134,119.965
台北市,中山區,第314里,195.8,158.1,33.0,台北市中山區核心商圈,25.0918,121.5243
新北市,林口區,第314里,146.0,115.2,26.5,新北市林口區核心商圈,25.0303,121.4151
基隆市,中正區,第314里,106.3,82.6,26.0,基隆市中正區核心商圈,25.1262,121.7534
桃園市,八德區,第314里,188.0,145.4,28.6,桃園市八德區核心商圈,25.068,121.2984
新竹市,東區,第314里,303.3,254.2,28.4,新竹市東區核心商圈,24.7359,121.0839
新竹縣,新埔鎮,第314里,119.3,94.2,32.6,新竹縣新埔鎮核心商圈,24.8164,120.9716
苗栗縣,泰安鄉,第314里,105.8,82.4,22.4,苗栗縣泰安鄉核心商圈,24.6205,120.8303
台中市,中區,第314里,181.5,142.3,30.2,台中市中區核心商圈,24.1195,120.6214
彰化縣,花壇鄉,第314里,118.3,91.9,22.7,彰化縣花壇鄉核心商圈,24.0663,120.519
南投縣,仁愛鄉,第314里,95.8,69.9,26.9,南投縣仁愛鄉核心商圈,23.9514,120.6287
雲林縣,臺西鄉,第314里,102.0,75.0,24.4,雲林縣臺西鄉核心商圈,23.6709,120.3834
嘉義市,東區,第314里,91.3,67.6,23.4,嘉義市東區核心商圈,23.4315,120.4392
嘉義縣,東石鄉,第314里,113.1,81.0,27.6,嘉義縣東石鄉核心商圈,23.5346,120.3151
台南市,南化區,第314里,161.3,123.1,31.3,台南市南化區核心商圈,22.9951,120.2007
高雄市,阿蓮區,第314里,154.4,119.8,28.7,高雄市阿蓮區核心商圈,22.5716,120.3321
屏東縣,里港鄉,第314里,100.5,73.2,28.5,屏東縣里港鄉核心商圈,22.6386,120.4423
宜蘭縣,大同鄉,第314里,86.1,66.2,27.6,宜蘭縣大同鄉核心商圈,24.8148,121.806
花蓮縣,玉里鎮,第314里,98.2,74.6,23.0,花蓮縣玉里鎮核心商圈,23.9547,121.5862
台東縣,延平鄉,第314里,102.6,73.1,22.2,台東縣延平鄉核心商圈,22.7244,121.0905
澎湖縣,馬公市,第314里,84.5,63.8,24.2,澎湖縣馬公市核心商圈,23.6193,119.5595
金門縣,金沙鎮,第314里,116.6,86.2,27.1,金門縣金沙鎮核心商圈,24.4322,118.3479
連江縣,東引鄉,第314里,116.2,81.4,26.1,連江縣東引鄉核心商圈,26.123,119.8785
台北市,內湖區,第315里,200.4,157.4,28.1,台北市內湖區核心商圈,25.0174,121.5897
新北市,新店區,第315里,154.0,116.4,27.5,新北市新店區核心商圈,24.9695,121.4958
基隆市,安樂區,第315里,88.6,67.0,22.5,基隆市安樂區核心商圈,25.1563,121.7818
桃園市,平鎮區,第315里,128.9,94.3,28.1,桃園市平鎮區核心商圈,25.0304,121.3417
新竹市,東區,第315里,140.2,114.9,30.0,新竹市東區核心商圈,24.7493,120.9878
新竹縣,峨眉鄉,第315里,186.7,152.6,28.7,新竹縣峨眉鄉核心商圈,24.8806,120.9641
苗栗縣,銅鑼鄉,第315里,91.3,68.7,27.6,苗栗縣銅鑼鄉核心商圈,24.6379,120.8371
